,x,y
0,1,47.21439241684406
1,2,26.39901621381548
2,3,20.226026771429506
3,4,17.75280032167577
4,5,15.61218735465898
5,6,15.061370080038072
6,7,13.318754377949745
7,8,12.201082544277416
8,9,11.25174079886309
9,10,10.751434161171073
10,11,10.185449215394588
11,12,9.741493962351429
12,13,9.314072856176058
13,14,8.767250402318448
14,15,8.410601693995755
15,16,7.968777061001541
16,17,7.647759230450418
17,18,7.164532750742615
18,19,7.1577282582109385
19,20,6.542677936741496
20,21,6.625993029401124
21,22,6.411101879635144
22,23,6.396462337290171
23,24,5.837606125344217
24,25,5.812223775760072
25,26,5.578276001111665
26,27,5.367795128165613
27,28,5.235452521636173
28,29,5.124860564310983
29,30,4.91957167671548
30,31,4.791874681229467
31,32,4.961841922071366
32,33,4.663654916500949
33,34,4.497955415470594
34,35,4.345497298142162
35,36,4.09468562311046
36,37,4.0275342599943755
37,38,4.023044790199917
38,39,4.017975589409087
39,40,3.76949109461695
40,41,3.9104356584464313
41,42,3.720393580869678
42,43,3.784491247030881
43,44,3.4744623545344995
44,45,3.3122517206874558
45,46,3.2955034289994263
46,47,3.4020662522340883
47,48,3.255586903748561
48,49,3.147350904639074
49,50,3.1698550372699006
