,x,y
0,1,21.940395302463564
1,2,19.466536520995795
2,3,16.55065907994939
3,4,15.18090412230393
4,5,13.572515487197995
5,6,13.423695988693257
6,7,12.081970407619771
7,8,11.141710214498525
8,9,10.371090425964029
9,10,9.98209131370794
10,11,9.528028952879017
11,12,9.163263623223076
12,13,8.843264699013455
13,14,8.298217959965282
14,15,8.019388119935462
15,16,7.618135070948222
16,17,7.330095780379795
17,18,6.871552893649519
18,19,6.883861900990022
19,20,6.341777722598565
20,21,6.437557759691571
21,22,6.232520628091815
22,23,6.215269597834511
23,24,5.685336021800271
24,25,5.678261991673035
25,26,5.4533084956307585
26,27,5.2563329157695
27,28,5.1420490629382
28,29,5.040489324511213
29,30,4.840256176786213
30,31,4.734997474394316
31,32,4.886314875705848
32,33,4.603557755995687
33,34,4.452926038463005
34,35,4.313151750245928
35,36,4.05544867122865
36,37,4.003914427710801
37,38,3.9977227336126395
38,39,3.995239353892611
39,40,3.7577593494363155
40,41,3.903840205900344
41,42,3.7047864264303247
42,43,3.776181664330194
43,44,3.468218442177713
44,45,3.321481857148576
45,46,3.2972340767533477
46,47,3.404783450868569
47,48,3.2651604204884963
48,49,3.1680241612702367
49,50,3.1902539179880725
