,x,y
0,1,41.23501115425396
1,2,25.937252228252643
2,3,20.000139702368262
3,4,17.60328042307924
4,5,15.491893080167937
5,6,14.968091186372018
6,7,13.249277882580143
7,8,12.14173091694537
8,9,11.202894223344657
9,10,10.708953835234029
10,11,10.149657613312206
11,12,9.7101679778286
12,13,9.28907703638393
13,14,8.741881205927314
14,15,8.38972898759963
15,16,7.950140737667526
16,17,7.630900564932626
17,18,7.148900121203086
18,19,7.143146252833242
19,20,6.532445450485773
20,21,6.616350888714378
21,22,6.401927099238868
22,23,6.387142248678504
23,24,5.829824273116816
24,25,5.805480429310012
25,26,5.571936817519074
26,27,5.362175117376779
27,28,5.230960956941124
28,29,5.120768471547325
29,30,4.915843433218102
30,31,4.789276217392635
31,32,4.958201450464792
32,33,4.660856653827966
33,34,4.496054543292126
34,35,4.344237948233148
35,36,4.092953180144547
36,37,4.026717300266781
37,38,4.022106359095916
38,39,4.017163824518097
39,40,3.7692734294075576
40,41,3.910553143960796
41,42,3.719928235167101
42,43,3.784482264720107
43,44,3.4744916716111027
44,45,3.313234391189225
45,46,3.2960039774497605
46,47,3.402573780153047
47,48,3.2564950481081225
48,49,3.1488742908329477
49,50,3.171366747847843
