,x,y1,y2
0,26.09452121895154,13.497682955067955,20.629488872964608
1,20.042025649468243,13.436041662475295,19.252630744796583
2,16.50309856051608,13.360914722023542,17.504478098918728
3,13.974057576994923,13.25521815172342,15.914853701667527
4,12.063211709769968,13.27721777606421,14.621979235518982
5,10.390066409853272,12.947454952690153,13.25154477629408
6,8.95790286008952,12.927811064948127,12.015494050062506
7,7.852696033493965,12.656195661280842,11.02307030918644
8,6.971273926442405,12.552776472631972,10.244649533288175
9,5.944866207201173,12.253868135840083,9.248506493244417
10,5.143366310750737,12.187162512352984,8.517788941455057
11,4.413232394521962,11.75494393780869,7.791911509993579
12,3.918178761912101,11.368253489196935,7.329337547706558
13,2.9941040033437005,10.962242092050932,6.395603101793328
14,2.5317957847309405,10.976045699985617,5.951440028691906
15,1.875606922523843,10.73257823974518,5.331639032028315
16,1.3279592278109347,10.42819294945381,4.828675254215627
17,0.8180189851763108,9.746770546125312,4.210550243393415
18,0.37891502366048857,9.930810855927994,3.9092845899533004
19,-0.012323537505967638,9.240470545728947,3.4107429286822324
